Annual Income,Loan Amount,Credit Score,Number of Loans,Employment Status,Employment Encoded,Missed Payments,Default
51357.65,11160.12,701,1,Unemployed,2,0,0
62298.82,6376.19,624,0,Self-Employed,1,1,0
15340.27,10931.47,646,4,Employed,0,1,0
35437.26,17160.32,679,1,Employed,0,0,1
51924.87,10070.66,667,3,Unemployed,2,2,1
42563.46,13197.36,660,1,Employed,0,3,0
49453.75,5547.26,620,1,Unemployed,2,3,1
37752.18,4697.33,630,1,Unemployed,2,0,0
46039.08,7693.04,671,3,Unemployed,2,0,0
43131.87,16051.23,635,4,Employed,0,2,0
59013.38,11796.67,662,1,Employed,0,3,0
48053.05,16398.78,553,1,Unemployed,2,1,0
49051.23,16632.45,648,3,Unemployed,2,3,1
40057.48,8967.39,676,3,Employed,0,1,0
39148.73,18268.0,683,2,Unemployed,2,0,1
39809.3,9822.48,639,0,Self-Employed,1,0,0
49733.43,16001.45,665,2,Unemployed,2,0,0
39948.19,15837.97,619,2,Self-Employed,1,1,1
48477.3,12260.14,720,2,Employed,0,2,0
69904.81,12266.65,632,0,Employed,0,1,0
55453.5,13281.84,713,4,Self-Employed,1,1,0
41087.72,12461.75,644,4,Employed,0,3,0
59414.57,10439.45,591,0,Employed,0,0,0
40103.1,10096.4,638,2,Employed,0,0,0
20542.51,10471.44,600,2,Employed,0,1,0
32902.96,16872.87,636,0,Employed,0,1,1
22550.5,5646.64,598,3,Employed,0,0,0
40781.84,10012.63,638,3,Self-Employed,1,1,0
45221.02,10696.24,699,1,Unemployed,2,1,0
65117.25,11087.61,721,0,Employed,0,1,0
48923.13,13187.1,619,1,Unemployed,2,0,0
42370.79,6607.0,686,3,Self-Employed,1,3,0
54952.87,16101.26,725,1,Unemployed,2,2,1
18466.38,15547.82,591,1,Employed,0,0,1
47827.37,14697.34,564,1,Employed,0,3,1
54250.38,11169.77,580,2,Self-Employed,1,2,0
27256.97,9046.59,647,0,Unemployed,2,2,1
58725.05,10699.19,541,4,Self-Employed,1,1,0
49061.96,12243.46,707,0,Unemployed,2,2,1
40016.55,14664.74,538,0,Employed,0,0,0
52593.38,11674.76,649,2,Unemployed,2,0,0
72248.31,13441.81,666,2,Unemployed,2,0,0
47182.4,10264.36,684,1,Unemployed,2,1,0
47978.65,13145.3,706,2,Unemployed,2,1,0
39487.67,11003.2,732,1,Unemployed,2,0,0
34801.87,13071.81,669,2,Self-Employed,1,0,0
54964.03,4932.23,620,2,Employed,0,0,0
34726.99,13948.42,659,3,Unemployed,2,0,0
45858.79,14160.01,669,1,Employed,0,2,0
39268.11,14115.85,662,2,Self-Employed,1,0,0
50747.76,8050.23,626,4,Employed,0,1,0
49003.95,9159.48,710,4,Unemployed,2,1,0
57450.48,8525.65,630,0,Employed,0,0,0
38879.8,13319.92,644,2,Unemployed,2,2,1
41761.5,14632.9,607,1,Employed,0,2,0
33254.84,9213.75,696,3,Unemployed,2,0,0
39668.48,17262.45,759,0,Unemployed,2,0,1
49527.61,17209.55,710,2,Unemployed,2,1,0
54083.86,12551.84,596,4,Employed,0,1,0
33934.02,13483.54,609,3,Self-Employed,1,2,0
55435.27,5281.8,571,3,Self-Employed,1,0,0
61267.65,9883.84,665,3,Self-Employed,1,1,0
49961.22,6990.56,674,1,Unemployed,2,0,0
67521.55,8360.05,616,3,Unemployed,2,1,0
35714.53,14058.08,622,0,Self-Employed,1,2,0
30064.14,15024.23,554,0,Employed,0,0,1
23655.36,15191.43,644,2,Unemployed,2,2,1
62952.53,12966.77,615,2,Unemployed,2,1,0
52852.39,14093.5,615,1,Self-Employed,1,1,0
44332.98,5643.47,764,3,Self-Employed,1,1,0
48359.62,6841.87,683,0,Unemployed,2,3,1
31494.13,11163.13,648,0,Self-Employed,1,3,0
74349.02,14389.94,661,1,Self-Employed,1,1,0
46550.65,10210.94,624,4,Self-Employed,1,2,0
46312.74,6556.87,698,0,Employed,0,1,0
53709.2,9232.95,636,3,Employed,0,0,0
50772.11,8266.06,595,4,Employed,0,1,0
47686.61,5102.05,731,3,Employed,0,1,0
35514.31,20897.57,610,3,Self-Employed,1,0,1
50657.62,16931.49,752,0,Unemployed,2,3,1
67584.29,4097.36,695,3,Unemployed,2,1,0
61145.04,4311.79,683,1,Employed,0,3,0
64118.24,8776.04,601,0,Unemployed,2,3,1
38865.41,6042.67,723,3,Self-Employed,1,3,0
33124.74,21530.47,769,1,Unemployed,2,0,1
43490.56,8790.72,599,4,Self-Employed,1,1,0
45668.7,13446.16,645,1,Unemployed,2,2,1
58130.3,9976.82,605,0,Employed,0,1,0
24690.42,7331.26,632,3,Self-Employed,1,1,0
63354.6,16189.39,641,0,Unemployed,2,2,1
43103.91,14619.32,714,3,Unemployed,2,1,0
39877.43,11761.73,578,3,Unemployed,2,2,1
32854.75,21527.74,685,2,Self-Employed,1,1,1
25141.72,12940.22,687,4,Self-Employed,1,1,0
54878.05,10174.12,604,3,Self-Employed,1,0,0
45879.82,19661.09,651,2,Self-Employed,1,1,0
29520.47,13615.5,621,1,Unemployed,2,1,0
29459.05,18511.68,656,0,Self-Employed,1,0,1
40970.58,11843.65,742,3,Unemployed,2,1,0
65028.26,-57.76,606,0,Employed,0,1,0
41884.9,5764.98,664,0,Unemployed,2,1,0
26962.28,16330.84,603,2,Unemployed,2,1,1
42051.08,9643.75,686,3,Self-Employed,1,0,0
41727.32,13013.3,666,3,Unemployed,2,0,0
12637.36,16535.39,679,2,Unemployed,2,2,1
44348.46,12717.94,623,0,Unemployed,2,2,1
42228.79,8562.4,592,4,Self-Employed,1,0,0
53354.48,11955.65,570,3,Unemployed,2,0,0
67187.47,12427.73,650,3,Unemployed,2,1,0
58518.78,10367.38,676,2,Employed,0,0,0
41773.34,6460.09,669,1,Unemployed,2,1,0
31721.69,10578.07,686,3,Self-Employed,1,1,0
75880.32,11628.74,623,4,Employed,0,0,0
45710.62,6227.27,645,2,Self-Employed,1,1,0
45167.15,8327.64,532,4,Unemployed,2,4,1
44710.5,9132.6,643,3,Unemployed,2,0,0
47377.02,4558.55,737,0,Unemployed,2,2,1
43267.68,12512.94,659,2,Self-Employed,1,1,0
38116.06,12947.83,750,4,Employed,0,1,0
38437.69,9822.7,671,2,Self-Employed,1,0,0
44606.96,6525.54,699,4,Employed,0,1,0
38478.9,13627.95,685,2,Unemployed,2,1,0
36445.85,14184.32,691,3,Employed,0,1,0
46277.16,12394.33,666,2,Employed,0,2,0
41940.27,12166.25,692,2,Employed,0,3,0
63047.92,14375.77,624,1,Unemployed,2,0,0
13188.36,11618.13,717,0,Employed,0,2,0
58098.08,8328.97,727,4,Unemployed,2,0,0
59953.02,11718.86,669,3,Unemployed,2,2,1
20119.32,10431.79,632,2,Unemployed,2,0,0
40887.75,11718.74,589,1,Self-Employed,1,0,0
40542.71,15537.07,669,2,Employed,0,2,0
28109.86,7191.69,649,3,Employed,0,0,0
35666.2,12709.9,617,3,Unemployed,2,3,1
31673.09,6989.66,600,2,Self-Employed,1,0,0
66027.25,8327.28,597,0,Employed,0,0,0
56228.14,18295.35,653,4,Self-Employed,1,2,0
60258.66,13829.23,674,3,Employed,0,1,0
53660.06,12643.76,676,0,Employed,0,1,0
31451.38,5366.11,810,4,Employed,0,2,0
38705.76,11057.04,686,2,Employed,0,0,0
50872.49,3708.84,705,2,Unemployed,2,2,1
30334.47,12149.01,650,0,Unemployed,2,0,0
53555.98,7012.15,580,4,Unemployed,2,1,0
42116.1,14231.37,628,4,Employed,0,0,0
40502.15,12645.22,739,1,Unemployed,2,1,0
53531.52,7135.63,608,3,Self-Employed,1,2,0
50331.16,13526.37,654,4,Employed,0,1,0
40668.41,20373.55,652,4,Self-Employed,1,3,0
58911.96,11189.1,727,0,Employed,0,1,0
32027.24,15521.21,677,0,Unemployed,2,2,1
52391.23,3588.05,680,3,Self-Employed,1,3,0
52117.22,13870.78,642,0,Self-Employed,1,1,0
41285.44,9722.91,538,3,Employed,0,1,0
48913.6,10923.94,630,2,Unemployed,2,2,1
29986.64,14380.46,648,3,Unemployed,2,1,0
56088.32,11026.07,658,3,Unemployed,2,4,1
42781.17,5530.25,615,1,Unemployed,2,2,1
38727.32,18108.88,579,1,Unemployed,2,2,1
57588.11,6199.2,688,1,Unemployed,2,0,0
36547.88,8641.86,634,4,Employed,0,1,0
28098.46,12512.47,649,0,Employed,0,1,0
26320.45,12549.73,563,1,Self-Employed,1,0,0
52272.12,13711.89,638,0,Self-Employed,1,2,0
29634.85,12533.07,685,3,Employed,0,0,0
66057.53,16593.68,665,3,Unemployed,2,1,0
20016.85,13961.19,629,2,Self-Employed,1,1,0
65357.48,7257.2,623,1,Employed,0,1,0
47532.21,1607.64,640,3,Employed,0,1,0
43839.44,12604.35,668,3,Self-Employed,1,0,0
38460.97,17864.57,667,3,Employed,0,1,1
49789.63,6990.51,677,4,Employed,0,2,0
44548.38,7800.2,691,4,Employed,0,1,0
58239.62,13419.42,655,1,Unemployed,2,0,0
46370.73,13931.97,736,0,Self-Employed,1,2,0
46803.62,16489.14,683,1,Unemployed,2,0,0
40636.65,18564.44,612,3,Self-Employed,1,1,0
44316.65,12944.34,666,0,Unemployed,2,3,1
48693.62,8293.2,676,0,Unemployed,2,1,0
24477.98,8415.53,687,4,Unemployed,2,0,0
28821.77,9825.49,628,0,Unemployed,2,0,0
53919.17,16124.83,552,2,Employed,0,1,0
47050.39,9999.67,722,1,Employed,0,0,0
42792.2,15846.31,645,4,Employed,0,4,0
45221.21,5900.66,545,2,Unemployed,2,1,0
49170.98,13148.64,636,0,Unemployed,2,1,0
38522.88,8995.63,687,1,Self-Employed,1,1,0
35660.34,14088.44,596,3,Self-Employed,1,0,0
47350.14,10974.9,595,3,Employed,0,2,0
33259.53,15190.12,637,1,Employed,0,2,1
49899.03,10260.34,655,2,Employed,0,1,0
24569.0,11896.11,620,0,Employed,0,3,0
57349.87,15232.33,631,4,Unemployed,2,0,0
50671.17,11592.43,690,1,Self-Employed,1,1,0
48072.36,12233.24,650,0,Employed,0,0,0
56792.29,15041.9,575,4,Employed,0,0,0
64985.69,11692.99,709,0,Unemployed,2,0,0
57172.44,5660.75,640,2,Self-Employed,1,1,0
22909.51,9715.84,604,1,Unemployed,2,2,1
29645.08,4306.2,640,1,Employed,0,1,0
37502.18,11000.23,583,2,Self-Employed,1,1,0
45313.09,13885.25,650,3,Self-Employed,1,0,0
51211.91,12498.39,677,2,Self-Employed,1,1,0
36291.07,17578.63,621,1,Unemployed,2,1,1
47241.2,17130.67,634,0,Employed,0,1,0
35935.4,13026.94,620,1,Unemployed,2,2,1
37661.79,2431.28,686,0,Self-Employed,1,1,0
28120.07,14685.38,637,2,Employed,0,1,0
33921.2,8913.18,620,0,Self-Employed,1,1,0
28779.78,15524.91,657,0,Self-Employed,1,0,1
33289.52,13250.6,636,2,Employed,0,0,0
57643.7,14624.33,643,0,Employed,0,1,0
33607.21,14006.68,609,1,Employed,0,0,0
76588.58,21560.72,681,2,Self-Employed,1,0,0
50919.81,14084.73,629,3,Self-Employed,1,0,0
47218.03,6879.44,635,0,Unemployed,2,2,1
34699.71,16285.25,659,4,Self-Employed,1,0,1
53403.72,10278.23,748,4,Employed,0,1,0
38092.35,17380.77,691,4,Unemployed,2,3,1
46464.12,18171.54,616,3,Self-Employed,1,2,0
75721.01,14487.38,587,2,Self-Employed,1,0,0
43847.28,6889.47,666,4,Unemployed,2,0,0
58791.28,10158.72,620,0,Unemployed,2,0,0
36561.88,17363.01,638,0,Self-Employed,1,1,1
44580.14,19996.01,640,0,Unemployed,2,0,0
66249.61,12247.7,644,1,Employed,0,1,0
37476.4,10900.8,639,4,Employed,0,2,0
66749.38,7279.49,626,2,Self-Employed,1,2,0
53493.02,7331.8,542,2,Unemployed,2,0,0
38250.4,12931.13,659,1,Self-Employed,1,3,0
52588.89,14802.99,680,0,Self-Employed,1,1,0
56670.65,6050.58,602,1,Unemployed,2,0,0
52461.72,15317.35,686,0,Employed,0,1,0
26157.3,17489.11,665,3,Self-Employed,1,1,1
36274.35,14522.36,656,4,Unemployed,2,0,0
42029.78,18611.45,659,1,Unemployed,2,0,0
44106.8,13421.88,686,0,Self-Employed,1,1,0
52448.07,13461.47,677,4,Self-Employed,1,0,0
47132.41,13385.05,571,3,Unemployed,2,0,0
28975.87,17437.69,714,4,Employed,0,2,1
49562.37,14150.56,677,2,Self-Employed,1,1,0
52327.03,9880.99,600,2,Self-Employed,1,0,0
51717.49,13693.73,560,0,Unemployed,2,0,0
57969.37,13733.79,589,2,Self-Employed,1,0,0
55007.07,11150.66,712,3,Unemployed,2,1,0
50510.16,16090.33,644,4,Self-Employed,1,1,0
44158.01,12365.94,689,0,Unemployed,2,1,0
25068.47,14821.15,751,0,Unemployed,2,0,0
50155.42,14039.04,592,4,Unemployed,2,2,1
47492.25,9096.91,590,0,Employed,0,1,0
48258.95,8081.8,649,1,Employed,0,4,0
29679.02,9138.95,664,2,Employed,0,0,0
32027.32,11675.37,688,1,Self-Employed,1,1,0
57637.83,18366.11,603,1,Unemployed,2,0,0
44525.34,11810.35,616,0,Unemployed,2,0,0
53178.01,13495.02,719,4,Employed,0,1,0
45339.82,15492.06,670,1,Employed,0,0,0
45357.07,10564.59,665,4,Unemployed,2,0,0
56259.41,10341.31,627,4,Employed,0,1,0
38807.46,16206.32,715,1,Unemployed,2,0,1
46153.45,14272.68,703,3,Unemployed,2,1,0
39452.7,9744.04,648,0,Unemployed,2,2,1
39786.05,10350.62,566,4,Unemployed,2,0,0
41289.93,12341.27,696,1,Employed,0,0,0
47665.61,13318.48,676,0,Self-Employed,1,0,0
39255.02,16975.91,654,3,Unemployed,2,1,1
60069.07,14127.98,708,2,Unemployed,2,2,1
34264.71,8065.97,672,4,Unemployed,2,1,0
42757.54,8854.89,635,0,Employed,0,1,0
39723.23,13238.89,700,1,Unemployed,2,4,1
62363.73,12571.12,661,2,Self-Employed,1,0,0
47358.66,8624.11,696,3,Unemployed,2,0,0
57382.13,16211.59,657,3,Employed,0,2,0
27173.28,3008.27,678,2,Self-Employed,1,1,0
48204.6,13342.5,723,3,Self-Employed,1,1,0
55675.57,5812.16,719,0,Unemployed,2,1,0
45987.41,15522.79,623,3,Unemployed,2,2,1
57785.76,10940.04,696,1,Unemployed,2,1,0
38792.54,14990.91,619,3,Unemployed,2,1,0
61912.17,10436.02,689,2,Self-Employed,1,1,0
72586.78,17302.97,643,4,Employed,0,2,0
40645.94,4536.8,574,1,Employed,0,0,0
39653.97,15517.96,664,1,Employed,0,3,1
62440.61,9568.61,702,4,Employed,0,0,0
63954.87,13500.4,680,0,Self-Employed,1,0,0
38725.68,13668.36,606,2,Employed,0,2,0
39957.76,6430.32,663,0,Employed,0,0,0
41618.58,15989.66,643,2,Self-Employed,1,0,0
28866.59,13574.81,690,1,Self-Employed,1,1,0
33976.18,12467.76,701,4,Employed,0,0,0
32950.31,13540.71,585,2,Employed,0,0,0
35786.43,12500.93,654,0,Unemployed,2,1,0
44583.78,15338.72,604,0,Employed,0,2,0
47810.58,10114.31,659,3,Unemployed,2,1,0
63606.01,15344.73,580,3,Unemployed,2,0,0
33019.75,14289.19,646,3,Employed,0,0,0
56811.87,11311.93,664,4,Employed,0,1,0
42432.13,19384.98,535,1,Unemployed,2,0,0
44406.44,13806.41,636,3,Employed,0,0,0
53097.83,12780.0,575,2,Unemployed,2,0,0
31527.34,14295.84,691,2,Self-Employed,1,1,0
49588.92,11580.93,552,4,Unemployed,2,1,0
46997.43,16804.4,632,1,Employed,0,0,0
50909.42,11914.57,715,1,Employed,0,1,0
48470.02,15277.71,597,2,Unemployed,2,1,0
74463.6,7726.88,613,4,Self-Employed,1,0,0
37347.12,4816.72,646,1,Unemployed,2,1,0
38628.04,13610.53,652,3,Employed,0,2,0
37522.31,10464.77,533,0,Employed,0,0,0
38334.27,11229.35,636,0,Employed,0,1,0
37351.35,2634.39,684,3,Employed,0,3,0
59268.2,18802.5,757,3,Self-Employed,1,2,0
62046.05,12418.23,611,3,Self-Employed,1,0,0
38151.04,17338.3,635,2,Employed,0,0,1
35011.73,6429.68,670,2,Self-Employed,1,2,0
50656.99,12394.6,609,0,Employed,0,0,0
38373.32,13630.08,724,3,Unemployed,2,1,0
52595.18,12535.87,648,4,Self-Employed,1,0,0
47435.08,12933.99,661,1,Self-Employed,1,0,0
26811.07,6440.34,676,2,Unemployed,2,0,0
63570.06,13268.05,564,4,Self-Employed,1,2,0
66550.53,8629.28,663,1,Unemployed,2,2,1
37646.54,9529.14,618,0,Self-Employed,1,2,0
40347.58,12066.03,606,1,Unemployed,2,2,1
48430.38,10592.35,672,4,Unemployed,2,1,0
49013.48,10822.33,706,4,Self-Employed,1,1,0
52902.53,16495.9,649,0,Employed,0,1,0
69122.45,11375.8,726,4,Self-Employed,1,0,0
42876.63,10412.42,638,2,Employed,0,0,0
35420.43,11507.92,563,4,Employed,0,2,0
28448.17,7554.05,591,3,Self-Employed,1,0,0
36228.84,12650.25,726,1,Employed,0,2,0
44602.48,14887.36,739,0,Unemployed,2,1,0
66534.69,13255.93,668,4,Employed,0,0,0
38788.66,12146.63,619,1,Self-Employed,1,0,0
47685.46,14405.91,634,3,Employed,0,0,0
44802.93,9783.55,647,0,Self-Employed,1,0,0
59260.72,12156.99,650,4,Self-Employed,1,1,0
75323.19,17593.23,677,1,Employed,0,0,0
38629.57,10823.7,667,0,Employed,0,1,0
39126.73,14431.54,590,2,Unemployed,2,2,1
57529.93,14531.59,593,2,Unemployed,2,7,1
53182.7,8969.29,677,4,Self-Employed,1,3,0
67160.49,14751.77,630,1,Employed,0,0,0
52007.14,9572.61,645,3,Self-Employed,1,1,0
40688.49,13716.25,650,1,Employed,0,1,0
52087.86,9508.16,622,3,Employed,0,2,0
58304.44,13124.24,656,3,Employed,0,0,0
54845.79,12516.9,684,1,Unemployed,2,2,1
51087.29,12447.75,643,4,Self-Employed,1,1,0
57800.1,13087.84,718,2,Employed,0,5,0
59031.55,9877.38,728,0,Self-Employed,1,1,0
61585.91,7334.6,607,2,Unemployed,2,0,0
52784.52,12326.43,670,0,Self-Employed,1,2,0
42994.58,16411.17,638,0,Employed,0,2,0
46760.56,14332.98,611,2,Self-Employed,1,1,0
59478.11,13788.99,648,1,Employed,0,0,0
35196.77,9956.45,543,2,Employed,0,1,0
49424.08,12745.96,688,4,Unemployed,2,1,0
40279.93,8678.02,693,0,Employed,0,0,0
45344.94,10305.65,661,4,Self-Employed,1,1,0
60341.42,13428.39,698,4,Self-Employed,1,2,0
47293.19,4733.35,615,2,Self-Employed,1,2,0
45557.24,18918.16,510,2,Self-Employed,1,0,0
28681.73,6663.32,625,0,Self-Employed,1,1,0
53955.04,19554.86,589,2,Employed,0,3,1
52745.81,8644.39,650,4,Employed,0,1,0
70959.06,8604.87,722,2,Unemployed,2,1,0
41306.66,10409.6,664,3,Employed,0,1,0
47629.8,10242.31,637,0,Employed,0,0,0
47992.6,9579.95,705,2,Employed,0,3,0
63929.44,10517.72,734,3,Unemployed,2,1,0
43856.45,12366.86,672,1,Employed,0,0,0
48348.26,8410.32,617,2,Employed,0,1,0
52294.76,15362.86,656,1,Employed,0,3,0
47239.31,17648.87,657,2,Unemployed,2,1,0
39642.8,4221.17,640,0,Unemployed,2,1,0
47329.08,19421.55,714,0,Employed,0,0,0
57883.58,15090.16,692,3,Employed,0,0,0
32681.82,13030.24,592,0,Unemployed,2,0,0
46595.64,9703.07,586,1,Unemployed,2,0,0
36598.55,12666.46,623,2,Unemployed,2,1,0
59340.56,15589.81,600,0,Self-Employed,1,1,0
26721.76,22439.65,626,3,Employed,0,1,1
38292.94,20767.73,649,0,Unemployed,2,2,1
49526.54,5885.52,641,1,Self-Employed,1,3,0
63786.29,11168.72,658,3,Self-Employed,1,0,0
44211.0,12310.1,633,2,Employed,0,0,0
38337.61,17374.22,580,1,Self-Employed,1,1,1
67573.88,11664.58,601,2,Self-Employed,1,2,0
27623.83,8979.0,597,2,Self-Employed,1,1,0
18614.33,12215.16,610,4,Employed,0,0,0
50280.17,10458.66,670,4,Self-Employed,1,0,0
38975.35,15946.05,630,2,Unemployed,2,1,1
32745.21,21550.37,603,4,Self-Employed,1,2,1
53500.28,15642.24,645,4,Self-Employed,1,3,0
47925.61,15803.41,664,3,Unemployed,2,0,0
38231.06,16942.35,662,1,Unemployed,2,0,1
29636.35,13818.16,770,2,Self-Employed,1,0,0
55469.49,10405.03,620,1,Unemployed,2,2,1
52802.41,10799.13,668,2,Employed,0,1,0
43809.89,16384.01,703,0,Employed,0,0,0
67159.64,13155.75,728,4,Self-Employed,1,1,0
32158.98,8070.89,637,0,Self-Employed,1,3,0
26693.7,17236.49,560,4,Self-Employed,1,0,1
36697.1,8903.54,634,4,Employed,0,1,0
44452.97,7490.47,667,1,Self-Employed,1,1,0
47920.07,8492.42,782,0,Unemployed,2,2,1
42105.17,13225.55,580,2,Self-Employed,1,0,0
49224.66,15890.9,647,3,Self-Employed,1,3,0
29981.53,13018.8,616,4,Employed,0,0,0
62325.18,9772.57,695,3,Unemployed,2,1,0
44014.19,8768.3,619,1,Self-Employed,1,3,0
58407.55,15084.48,573,2,Self-Employed,1,0,0
49112.7,11629.16,547,4,Self-Employed,1,1,0
50481.04,13364.02,662,2,Self-Employed,1,0,0
51837.21,11438.92,653,2,Self-Employed,1,1,0
50372.5,13197.76,676,0,Employed,0,1,0
52712.67,13560.99,656,1,Self-Employed,1,0,0
60949.83,21701.5,665,3,Unemployed,2,4,1
47358.25,13609.95,673,0,Employed,0,1,0
53508.05,10450.44,608,1,Unemployed,2,0,0
43923.17,12702.45,649,2,Unemployed,2,1,0
62281.41,8201.47,675,0,Employed,0,1,0
36883.29,8166.29,602,0,Employed,0,2,0
66611.29,16998.71,562,3,Self-Employed,1,1,0
44518.1,13216.64,667,2,Self-Employed,1,0,0
27830.7,16476.03,640,2,Self-Employed,1,1,1
46537.25,5500.34,716,4,Employed,0,2,0
36827.38,8097.89,682,4,Employed,0,3,0
55087.72,13192.91,634,4,Self-Employed,1,0,0
37168.51,8702.56,582,2,Self-Employed,1,0,0
39645.8,6304.11,717,2,Unemployed,2,4,1
22325.51,7684.36,689,0,Self-Employed,1,0,0
39572.32,10715.34,714,0,Employed,0,0,0
15913.45,13652.41,698,2,Self-Employed,1,0,0
25993.17,18860.64,589,0,Unemployed,2,0,1
54124.98,7789.63,673,3,Unemployed,2,0,0
54429.6,7996.41,697,2,Self-Employed,1,2,0
50105.49,6196.25,655,3,Employed,0,0,0
33396.29,14292.46,633,0,Employed,0,0,0
44427.46,12499.24,626,4,Self-Employed,1,2,0
44956.77,8140.67,611,3,Unemployed,2,0,0
31099.62,8676.71,644,0,Employed,0,1,0
63040.78,11504.29,587,3,Employed,0,2,0
55528.35,11730.57,558,0,Self-Employed,1,2,0
42348.43,7841.28,622,3,Self-Employed,1,0,0
45322.63,12708.75,620,1,Unemployed,2,1,0
47500.59,6494.97,761,1,Unemployed,2,1,0
20499.18,12196.05,718,1,Self-Employed,1,0,0
42033.87,11289.69,639,2,Unemployed,2,1,0
36816.19,13604.44,648,4,Unemployed,2,2,1
32980.56,16845.12,702,4,Employed,0,0,1
41626.8,10517.29,649,4,Employed,0,2,0
66572.24,12001.6,640,0,Self-Employed,1,1,0
52690.11,4077.28,637,2,Self-Employed,1,1,0
38145.85,19886.88,642,2,Employed,0,0,1
51870.99,4557.63,594,0,Unemployed,2,1,0
61792.27,11668.52,707,3,Unemployed,2,1,0
56095.6,1805.59,636,3,Unemployed,2,0,0
45715.56,8697.36,712,2,Employed,0,1,0
37236.76,18941.79,704,4,Unemployed,2,0,1
53378.68,16578.84,673,4,Self-Employed,1,2,0
49721.82,15940.05,711,2,Employed,0,2,0
55742.32,11228.99,639,3,Self-Employed,1,1,0
52622.06,18603.71,622,0,Unemployed,2,2,1
57594.63,13029.44,617,1,Self-Employed,1,0,0
38577.18,14759.37,653,3,Employed,0,0,0
60808.73,22587.64,684,2,Unemployed,2,1,0
47371.2,16361.29,669,1,Unemployed,2,2,1
69903.13,11738.17,745,4,Unemployed,2,2,1
36729.75,14041.72,675,0,Unemployed,2,0,0
65831.57,17616.54,622,0,Self-Employed,1,1,0
47374.93,14489.88,658,4,Employed,0,4,0
37182.98,15132.25,695,3,Unemployed,2,2,1
39193.37,17151.74,626,1,Employed,0,2,1
41155.83,22120.56,618,1,Employed,0,0,0
50089.99,8260.78,707,3,Unemployed,2,0,0
51274.03,14808.32,688,3,Self-Employed,1,0,0
38115.6,13838.35,651,0,Employed,0,3,0
44707.74,10457.23,624,0,Employed,0,0,0
70707.24,9410.47,635,2,Unemployed,2,1,0
65730.52,18608.22,664,3,Unemployed,2,1,0
50235.88,7911.04,686,0,Unemployed,2,0,0
45456.04,6363.81,701,1,Self-Employed,1,0,0
46440.38,9748.06,658,3,Unemployed,2,1,0
52362.22,4872.39,589,3,Self-Employed,1,1,0
32726.49,8616.47,722,0,Unemployed,2,1,0
41911.48,7789.77,709,4,Employed,0,0,0
24976.99,12344.19,698,3,Unemployed,2,1,0
49790.68,17781.93,718,3,Employed,0,1,0
52766.35,9642.97,691,3,Unemployed,2,0,0
39201.76,15460.41,655,4,Self-Employed,1,3,1
63887.84,15005.05,595,2,Self-Employed,1,0,0
30290.81,3118.11,611,0,Unemployed,2,0,0
27427.5,9792.31,630,4,Unemployed,2,1,0
47693.42,10495.95,688,3,Employed,0,0,0
57565.18,13525.83,729,2,Unemployed,2,0,0
65207.13,14280.26,719,3,Employed,0,0,0
39493.39,13323.31,627,1,Unemployed,2,2,1
57944.17,8420.03,643,0,Self-Employed,1,3,0
44537.9,9466.72,582,3,Employed,0,0,0
42928.47,5987.03,733,3,Self-Employed,1,2,0
55603.92,12265.54,577,0,Unemployed,2,2,1
52827.87,10531.26,641,3,Self-Employed,1,0,0
26083.29,14130.67,719,0,Employed,0,0,0
62718.48,14787.52,669,3,Self-Employed,1,1,0
61561.1,10664.91,678,0,Self-Employed,1,2,0
37493.25,13128.39,662,1,Unemployed,2,0,0
49749.64,11136.72,563,3,Employed,0,0,0
50928.36,7546.05,672,1,Self-Employed,1,0,0
48128.09,8799.35,680,3,Employed,0,2,0
38396.34,2924.39,621,3,Unemployed,2,0,0
36940.52,10417.02,687,2,Self-Employed,1,0,0
44693.35,9625.82,626,4,Self-Employed,1,3,0
59072.75,7619.45,718,0,Self-Employed,1,0,0
51523.2,15276.72,647,3,Self-Employed,1,0,0
40552.63,14105.12,678,1,Self-Employed,1,1,0
54260.38,14214.99,664,0,Unemployed,2,0,0
10817.49,14766.5,686,4,Self-Employed,1,2,0
58785.19,11992.83,655,2,Self-Employed,1,0,0
24123.43,11951.69,685,4,Self-Employed,1,0,0
40650.71,15320.83,685,2,Employed,0,3,0
31563.96,14669.09,588,4,Employed,0,1,0
29463.82,16109.66,682,1,Unemployed,2,2,1
58929.92,11825.57,627,3,Unemployed,2,1,0
39387.59,8054.48,642,4,Unemployed,2,1,0
49158.05,12948.41,637,3,Employed,0,0,0
44436.95,9686.99,629,3,Employed,0,0,0
50724.49,14614.14,719,1,Unemployed,2,0,0
45921.86,13151.2,581,1,Self-Employed,1,0,0
29604.09,12205.76,513,1,Employed,0,4,1
56955.2,10431.89,622,1,Unemployed,2,1,0
39074.92,16002.71,640,3,Self-Employed,1,1,1
26321.02,15695.6,609,2,Self-Employed,1,0,1
39862.62,9758.05,602,4,Employed,0,1,0
63009.12,7086.47,684,3,Unemployed,2,1,0
55202.66,12717.78,655,1,Unemployed,2,1,0
40816.17,16743.61,776,0,Employed,0,2,0
40808.91,6952.84,610,2,Employed,0,2,0
41140.38,13881.45,669,2,Unemployed,2,1,0
69920.98,8716.1,677,4,Unemployed,2,0,0
49583.23,7932.38,635,3,Employed,0,0,0
50160.5,15724.74,596,0,Employed,0,3,1
